Experiment Name,Timestamp,PE Module,Response Update,Num Recs,Item Selection,Item Scorer,Preprocess Query,Preprocessor Name,Entailment Model,LLM Temperature,Data Path,User Path,map@0,P_1@0,recall_10@0,map@0_lb,map@0_ub,P_1@0_lb,P_1@0_ub,recall_10@0_lb,recall_10@0_ub,map@1,P_1@1,recall_10@1,map@1_lb,map@1_ub,P_1@1_lb,P_1@1_ub,recall_10@1_lb,recall_10@1_ub,map@2,P_1@2,recall_10@2,map@2_lb,map@2_ub,P_1@2_lb,P_1@2_ub,recall_10@2_lb,recall_10@2_ub,map@3,P_1@3,recall_10@3,map@3_lb,map@3_ub,P_1@3_lb,P_1@3_ub,recall_10@3_lb,recall_10@3_ub,map@4,P_1@4,recall_10@4,map@4_lb,map@4_ub,P_1@4_lb,P_1@4_ub,recall_10@4_lb,recall_10@4_ub,map@5,P_1@5,recall_10@5,map@5_lb,map@5_ub,P_1@5_lb,P_1@5_ub,recall_10@5_lb,recall_10@5_ub,map@6,P_1@6,recall_10@6,map@6_lb,map@6_ub,P_1@6_lb,P_1@6_ub,recall_10@6_lb,recall_10@6_ub,map@7,P_1@7,recall_10@7,map@7_lb,map@7_ub,P_1@7_lb,P_1@7_ub,recall_10@7_lb,recall_10@7_ub,map@8,P_1@8,recall_10@8,map@8_lb,map@8_ub,P_1@8_lb,P_1@8_ub,recall_10@8_lb,recall_10@8_ub,map@9,P_1@9,recall_10@9,map@9_lb,map@9_ub,P_1@9_lb,P_1@9_ub,recall_10@9_lb,recall_10@9_ub
experiments/jun_15_gem_gpt_mono_recipes_100_items_100_users/noise_0,2024-06-16 20:49:10.262074,MonoLLM,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.01717857142857143,0.0,0.08,0.0051494610382896155,0.02920768181885324,0.0,0.0,0.02655963682577743,0.1334403631742226,0.03219444444444444,0.0,0.16,0.016304415721977918,0.04808447316691097,0.0,0.0,0.08778454896145906,0.23221545103854097,0.042373015873015875,0.01,0.15,0.016140244351879898,0.06860578739415185,-0.009599639845400536,0.02959963984540054,0.07966271735642733,0.22033728264357266,0.07205158730158731,0.01,0.23,0.0400763079410142,0.10402686666216042,-0.009599639845400536,0.02959963984540054,0.14710281668558373,0.3128971833144163,0.06788492063492063,0.02,0.22,0.033517730875372354,0.10225211039446891,-0.007577730894124262,0.04757773089412426,0.1384001922640961,0.3015998077359039,0.1055952380952381,0.04,0.3,0.06176930555851725,0.14942117063195895,0.0013992177403473471,0.07860078225965265,0.20973068620182383,0.39026931379817614,0.10797222222222222,0.03,0.37,0.06739272177270154,0.14855172267174288,-0.0036029176947176764,0.06360291769471768,0.2748953765314804,0.4651046234685196,0.1286190476190476,0.05,0.33,0.07979902707138992,0.1774390681667053,0.007068377835840273,0.09293162216415973,0.2373757157496829,0.4226242842503172,0.09656349206349205,0.02,0.33,0.05897368998734259,0.1341532941396415,-0.007577730894124262,0.04757773089412426,0.2373757157496829,0.4226242842503172,0.15524603174603174,0.07,0.4,0.10149410644168325,0.20899795705038024,0.01974017315773944,0.12025982684226058,0.30349804435086836,0.4965019556491317
experiments/aug_3_gem_gpt_recipes_mono/llm_temp_0,2024-08-07 12:27:05.493031,MonoLLM,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.049289682539682536,0.02,0.14,0.016947671176102068,0.081631693903263,-0.007577730894124262,0.04757773089412426,0.07164917873358315,0.20835082126641688,0.05878968253968254,0.02,0.17,0.02498222513211725,0.09259713994724783,-0.0075777308941242585,0.04757773089412426,0.0960064267328041,0.24399357326719592,0.08299603174603173,0.03,0.24,0.043345278777995086,0.12264678471406838,-0.0036029176947176764,0.06360291769471768,0.15587154549427823,0.32412845450572175,0.08869047619047621,0.03,0.25,0.04797562302984764,0.12940532935110477,-0.0036029176947176764,0.06360291769471768,0.16470351595341945,0.3352964840465805,0.12598015873015872,0.06,0.35,0.07611230282348427,0.17584801463683317,0.013218941339842069,0.10678105866015793,0.2560447193355988,0.44395528066440115,0.14348809523809522,0.06,0.41,0.09285178656732529,0.19412440390886515,0.013218941339842062,0.10678105866015794,0.31311681048100853,0.5068831895189915,0.14360714285714285,0.06,0.36,0.092004283827119,0.1952100018871667,0.013218941339842062,0.10678105866015794,0.26544777979157397,0.454552220208426,0.19931349206349208,0.09,0.52,0.14163882329248306,0.2569881608345011,0.03362683160135928,0.14637316839864073,0.4215869290090425,0.6184130709909575,0.2108293650793651,0.09,0.56,0.15329958303837082,0.26835914712035935,0.03362683160135928,0.14637316839864073,0.46221981705913096,0.6577801829408692,0.25585714285714284,0.15,0.54,0.18736050294346457,0.3243537827708211,0.07966271735642733,0.22033728264357266,0.4418237839156005,0.6381762160843996
experiments/jun_16_gem_gpt_recipes_ts_100_items_100_users/selection_thompson_mnli_temp_1,2024-06-26 19:05:17.411655,DT,individual,10,thompson,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.05174603174603174,0.03,0.13,0.01604979869177931,0.08744226480028416,-0.0036029176947176764,0.06360291769471768,0.06375367419218325,0.19624632580781676,0.05652777777777779,0.02,0.21,0.024700367981796402,0.08835518757375918,-0.0075777308941242585,0.04757773089412426,0.12976687890441413,0.29023312109558586,0.04533333333333333,0.01,0.15,0.018103376763050696,0.07256328990361596,-0.009599639845400536,0.02959963984540054,0.07966271735642733,0.22033728264357266,0.049357142857142856,0.01,0.21,0.02229805006077005,0.07641623565351566,-0.009599639845400536,0.02959963984540054,0.12976687890441413,0.29023312109558586,0.055428571428571424,0.02,0.19,0.02287444583298877,0.08798269702415408,-0.007577730894124262,0.04757773089412426,0.11272308010451249,0.2672769198954875,0.044563492063492055,0.01,0.16,0.017319156968416637,0.07180782715856747,-0.009599639845400536,0.02959963984540054,0.08778454896145907,0.23221545103854094,0.05553968253968255,0.02,0.18,0.022450263804947877,0.08862910127441723,-0.007577730894124262,0.04757773089412426,0.10432129838504238,0.2556787016149576,0.06401190476190476,0.03,0.2,0.026911919132368123,0.10111189039144139,-0.0036029176947176764,0.06360291769471768,0.12120648315964497,0.278793516840355,0.059936507936507934,0.02,0.18,0.026161608750224996,0.09371140712279087,-0.007577730894124262,0.04757773089412426,0.10432129838504238,0.2556787016149576,0.06287301587301587,0.03,0.15,0.025312666424902923,0.10043336532112881,-0.0036029176947176764,0.06360291769471768,0.07966271735642733,0.22033728264357266
experiments/jun_16_gem_gpt_recipes_ucb_100_items_100_users/selection_ucb_mnli_temp_100,2024-06-26 19:04:25.949068,DT,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.027111111111111114,0.01,0.08,0.003744002468057242,0.050478219754164985,-0.009599639845400536,0.02959963984540054,0.02655963682577743,0.1334403631742226,0.052111111111111115,0.03,0.12,0.01577004827818082,0.08845217394404141,-0.0036029176947176764,0.06360291769471768,0.05598784431526252,0.18401215568473747,0.06325,0.03,0.15,0.025191880163890887,0.10130811983610911,-0.0036029176947176764,0.06360291769471768,0.07966271735642733,0.22033728264357266,0.07390079365079365,0.04,0.19,0.03228412397564507,0.11551746332594223,0.0013992177403473471,0.07860078225965265,0.11272308010451247,0.2672769198954875,0.06792857142857142,0.02,0.2,0.032422644329011534,0.1034344985281313,-0.007577730894124262,0.04757773089412426,0.12120648315964497,0.278793516840355,0.07551190476190475,0.03,0.25,0.03771342975975101,0.1133103797640585,-0.0036029176947176764,0.06360291769471768,0.16470351595341945,0.3352964840465805,0.06857539682539683,0.03,0.19,0.030709505430186385,0.10644128822060728,-0.0036029176947176764,0.06360291769471768,0.11272308010451249,0.2672769198954875,0.07677777777777778,0.03,0.22,0.03781964337419885,0.1157359121813567,-0.0036029176947176764,0.06360291769471768,0.13840019226409608,0.3015998077359039,0.08244047619047619,0.04,0.21,0.03973796552316364,0.12514298685778874,0.0013992177403473471,0.07860078225965265,0.12976687890441413,0.29023312109558586,0.07292460317460317,0.03,0.21,0.03464407517348434,0.111205131175722,-0.0036029176947176764,0.06360291769471768,0.12976687890441413,0.29023312109558586
experiments/jul_24_gem_gpt_recipes_ts_100_items_100_users_sweep_david/selection_thompson_mnli_temp_1,2024-07-29 13:57:18.673540,DT,individual,10,thompson,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.041912698412698415,0.02,0.13,0.011441299799214176,0.07238409702618265,-0.0075777308941242585,0.04757773089412426,0.06375367419218325,0.19624632580781676,0.05962301587301587,0.03,0.15,0.021984448966393295,0.09726158277963845,-0.0036029176947176764,0.06360291769471768,0.07966271735642733,0.22033728264357266,0.07203571428571429,0.05,0.17,0.028234721596753533,0.11583670697467505,0.007068377835840273,0.09293162216415973,0.0960064267328041,0.24399357326719592,0.08013095238095237,0.04,0.2,0.03760853006594117,0.12265337469596357,0.0013992177403473471,0.07860078225965265,0.12120648315964497,0.278793516840355,0.06362301587301586,0.03,0.18,0.027167819254816226,0.10007821249121548,-0.0036029176947176764,0.06360291769471768,0.10432129838504238,0.2556787016149576,0.07426190476190475,0.03,0.18,0.03489096732945948,0.11363284219435002,-0.0036029176947176764,0.06360291769471768,0.10432129838504238,0.2556787016149576,0.08862301587301587,0.03,0.23,0.04719235845001069,0.13005367329602105,-0.0036029176947176764,0.06360291769471768,0.14710281668558373,0.3128971833144163,0.07261904761904761,0.02,0.24,0.037798546268155306,0.10743954896993992,-0.007577730894124262,0.04757773089412426,0.15587154549427823,0.32412845450572175,0.07510714285714286,0.03,0.24,0.03709835540432177,0.11311593030996395,-0.0036029176947176764,0.06360291769471768,0.15587154549427823,0.32412845450572175,0.06650793650793652,0.02,0.23,0.0325636872851721,0.10045218573070093,-0.007577730894124262,0.04757773089412426,0.14710281668558373,0.3128971833144163
experiments/jul_29_gem_gpt_recipes_ucb_100_items_100_users_sweep/selection_ucb_mnli_temp_10,2024-07-31 12:24:52.208837,DT,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.043611111111111114,0.01,0.16,0.016991460506434707,0.07023076171578752,-0.009599639845400536,0.02959963984540054,0.08778454896145907,0.23221545103854094,0.06794444444444445,0.02,0.15,0.03052109036660025,0.10536779852228864,-0.0075777308941242585,0.04757773089412426,0.07966271735642733,0.22033728264357266,0.07990079365079365,0.04,0.2,0.037895133460149555,0.12190645384143775,0.0013992177403473471,0.07860078225965265,0.12120648315964497,0.278793516840355,0.1101388888888889,0.05,0.28,0.06220433132440488,0.1580734464533729,0.007068377835840273,0.09293162216415973,0.19155449670531663,0.3684455032946834,0.14090079365079367,0.08,0.27,0.08330055974016712,0.1985010275614202,0.026559636825777416,0.1334403631742226,0.18254718250123186,0.35745281749876817,0.12599603174603174,0.07,0.28,0.07270859088889371,0.1792834726031698,0.01974017315773944,0.12025982684226058,0.19155449670531663,0.3684455032946834,0.1345357142857143,0.09,0.26,0.07661712966482331,0.19245429890660526,0.03362683160135928,0.14637316839864073,0.17359616327369629,0.3464038367263037,0.12868650793650793,0.08,0.28,0.07353071569042413,0.18384230018259173,0.026559636825777416,0.1334403631742226,0.19155449670531663,0.3684455032946834,0.11772222222222223,0.05,0.28,0.06826407521275508,0.16718036923168939,0.007068377835840273,0.09293162216415973,0.19155449670531663,0.3684455032946834,0.1184126984126984,0.05,0.32,0.07038386983955225,0.16644152698584455,0.007068377835840273,0.09293162216415973,0.22811175873564135,0.41188824126435863
experiments/aug_7_gem_gpt_recipes_ucb_temp0/selection_ucb_mnli_temp_10,2024-08-09 12:31:50.114094,DT,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.03620634920634921,0.02,0.11,0.006900545814521097,0.06551215259817732,-0.0075777308941242585,0.04757773089412426,0.048365789167795485,0.1716342108322045,0.08928571428571429,0.04,0.24,0.04587244047795967,0.13269898809346892,0.0013992177403473471,0.07860078225965265,0.15587154549427823,0.32412845450572175,0.10082936507936506,0.05,0.26,0.05478317092959462,0.1468755592291355,0.007068377835840266,0.09293162216415973,0.17359616327369626,0.34640383672630376,0.11551190476190473,0.06,0.3,0.06621282967846773,0.16481097984534174,0.013218941339842069,0.10678105866015793,0.20973068620182383,0.39026931379817614,0.11644841269841269,0.06,0.29,0.06615503258854091,0.16674179280828447,0.013218941339842069,0.10678105866015793,0.20061623024979996,0.3793837697502,0.12334523809523809,0.07,0.3,0.07030471732717415,0.17638575886330204,0.01974017315773944,0.12025982684226058,0.20973068620182383,0.39026931379817614,0.11748015873015874,0.07,0.25,0.06443909385268747,0.17052122360763,0.01974017315773944,0.12025982684226058,0.16470351595341945,0.3352964840465805,0.12213492063492062,0.08,0.28,0.06726441581948125,0.17700542545036,0.02655963682577743,0.1334403631742226,0.19155449670531663,0.3684455032946834,0.0985674603174603,0.05,0.27,0.05242862854795912,0.14470629208696148,0.007068377835840273,0.09293162216415973,0.18254718250123186,0.35745281749876817,0.10501190476190476,0.07,0.27,0.054129029395403254,0.15589478012840627,0.01974017315773944,0.12025982684226058,0.18254718250123186,0.35745281749876817
experiments/jan_19_recipes_100_users_mono/llm_temp_0_noise_0,2024-04-25 15:45:21.043827,MonoLLM,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.0455833333333333,0.02,0.13,0.0143032562802465,0.07686341038642,-0.0075777308941242,0.0475777308941242,0.0637536741921832,0.1962463258078167,0.0882896825396825,0.04,0.23,0.0453443303058006,0.1312350347735644,0.0013992177403473,0.0786007822596526,0.1471028166855837,0.3128971833144163,0.0654682539682539,0.03,0.19,0.0279968801219104,0.1029396278145974,-0.0036029176947176,0.0636029176947176,0.1127230801045124,0.2672769198954875,0.0946349206349206,0.05,0.22,0.0480977960190492,0.141172045250792,0.0070683778358402,0.0929316221641597,0.138400192264096,0.3015998077359039,0.0495833333333333,0.02,0.15,0.0173682669538224,0.0817983997128442,-0.0075777308941242,0.0475777308941242,0.0796627173564273,0.2203372826435726,0.0582063492063492,0.03,0.15,0.0211735398375681,0.0952391585751302,-0.0036029176947176,0.0636029176947176,0.0796627173564273,0.2203372826435726,0.0675952380952381,0.03,0.16,0.0285625469870845,0.1066279292033916,-0.0036029176947176,0.0636029176947176,0.087784548961459,0.2322154510385409,0.0831071428571428,0.04,0.2,0.039981709164393,0.1262325765498926,0.0013992177403473,0.0786007822596526,0.1212064831596449,0.278793516840355,0.0862301587301587,0.05,0.2,0.039957572895043,0.1325027445652744,0.0070683778358402,0.0929316221641597,0.1212064831596449,0.278793516840355,0.1125,0.07,0.22,0.0595695777942204,0.1654304222057795,0.0197401731577394,0.1202598268422605,0.138400192264096,0.3015998077359039
experiments/jan_20_recipes_100_users_noise0_thompson/noise_0_selection_thompson_mnli_temp_1,2024-04-25 15:45:34.329791,DT,individual,10,thompson,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.0587777777777777,0.03,0.15,0.0219829918867586,0.0955725636687969,-0.0036029176947176,0.0636029176947176,0.0796627173564273,0.2203372826435726,0.0566666666666666,0.03,0.15,0.0206755481918857,0.0926577851414475,-0.0036029176947176,0.0636029176947176,0.0796627173564273,0.2203372826435726,0.0609563492063492,0.04,0.14,0.0206247224607568,0.1012879759519415,0.0013992177403473,0.0786007822596526,0.0716491787335831,0.2083508212664168,0.0763333333333333,0.05,0.17,0.0313693166609715,0.1212973500056951,0.0070683778358402,0.0929316221641597,0.0960064267328041,0.2439935732671959,0.0942182539682539,0.06,0.22,0.0455165983401679,0.14291990959634,0.013218941339842,0.1067810586601579,0.138400192264096,0.3015998077359039,0.0964563492063492,0.06,0.24,0.0485587343613677,0.1443539640513306,0.013218941339842,0.1067810586601579,0.1558715454942782,0.3241284545057217,0.1177063492063492,0.09,0.23,0.0609609106304457,0.1744517877822527,0.0336268316013592,0.1463731683986407,0.1471028166855837,0.3128971833144163,0.1272896825396825,0.1,0.24,0.0679886133083321,0.1865907517710329,0.0409048623697337,0.1590951376302662,0.1558715454942782,0.3241284545057217,0.125734126984127,0.1,0.25,0.0669005325891282,0.1845677213791257,0.0409048623697337,0.1590951376302662,0.1647035159534194,0.3352964840465805,0.1314920634920635,0.1,0.27,0.0723920348459658,0.1905920921381611,0.0409048623697337,0.1590951376302662,0.1825471825012318,0.3574528174987681
experiments/jan_19_recipes_100_users_noise0_ucb/noise_0_selection_ucb_mnli_temp_10,2024-04-25 15:45:37.736274,DT,individual,10,ucb,MNLIScorer,True,AspectValuePreprocessor,cross-encoder/ms-marco-MiniLM-L-12-v2,0,data/recipe_100_sample.json,data/users/users_100_100.tsv,0.0604444444444444,0.03,0.16,0.0236079876445925,0.0972809012442963,-0.0036029176947176,0.0636029176947176,0.087784548961459,0.2322154510385409,0.0582301587301587,0.03,0.2,0.0228521776216041,0.0936081398387133,-0.0036029176947176,0.0636029176947176,0.1212064831596449,0.278793516840355,0.0762499999999999,0.04,0.17,0.0340358995862852,0.1184641004137147,0.0013992177403473,0.0786007822596526,0.0960064267328041,0.2439935732671959,0.105813492063492,0.06,0.25,0.0559447479268449,0.1556822362001391,0.013218941339842,0.1067810586601579,0.1647035159534194,0.3352964840465805,0.1259682539682539,0.08,0.27,0.0705224747203509,0.1814140332161569,0.0265596368257774,0.1334403631742226,0.1825471825012318,0.3574528174987681,0.1354722222222222,0.09,0.28,0.0780822879220442,0.1928621565224001,0.0336268316013592,0.1463731683986407,0.1915544967053166,0.3684455032946834,0.1635396825396825,0.11,0.29,0.1003241903289575,0.2267551747504075,0.0483657891677954,0.1716342108322045,0.2006162302497999,0.3793837697502,0.1554404761904761,0.11,0.31,0.0934636148094234,0.2174173375715289,0.0483657891677954,0.1716342108322045,0.2188963271346301,0.4011036728653698,0.1716904761904761,0.13,0.3,0.1053162839113641,0.2380646684695881,0.0637536741921832,0.1962463258078167,0.2097306862018238,0.3902693137981761,0.1745238095238095,0.13,0.33,0.108309470408746,0.240738148638873,0.0637536741921832,0.1962463258078167,0.2373757157496829,0.4226242842503172
